,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
915,A12,48,A30,A410,18424,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,383.8333333333333,9.821463717057537,4.0,1,1,18424,early_career,very_long_term,high_amount,1,0.6485418286705978,1,18424,5376.930593142192,0
141,A12,36,A32,A43,4795,A61,A72,4,A92,A101,1,A124,30,A143,A152,1,A174,1,A192,A201,133.19444444444446,8.475537516147405,3.0,1,1,19180,early_career,long_term,high_amount,0,0.921574351418774,1,4795,1988.5270567738596,0
236,A12,6,A32,A40,14555,A65,A71,1,A93,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,2425.8333333333335,9.585758558732053,0.5,0,1,14555,young,short_term,high_amount,1,0.9573406023637675,1,14555,6270.341610332086,0
944,A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,123.0,7.520776415062797,1.25,0,0,7380,mid_career,medium_term,medium_low_amount,0,0.8132128039171242,0,1845,675.1699304521925,1
433,A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,85.75,7.629975707027789,2.0,0,0,8232,early_career,medium_term,medium_low_amount,0,0.4202800510437723,0,2058,389.22135527163755,1
463,A12,12,A32,A48,754,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,62.833333333333336,6.626717749249025,1.0,0,0,3016,mid_career,short_term,low_amount,0,0.14356573397675998,0,754,48.711853538314664,1
931,A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,185.55555555555551,7.421177528595393,0.75,0,0,6680,young,short_term,medium_low_amount,1,0.49357867695179547,0,1670,370.9243757292743,1
506,A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,157.33333333333334,7.766840537085513,1.25,0,0,4720,mid_career,medium_term,medium_high_amount,0,0.017362809171525724,0,2360,18.43930334016032,1
799,A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,172.11111111111111,7.346010209913293,0.75,0,0,6196,early_career,short_term,medium_low_amount,0,0.2083777747354777,0,1549,145.24972787936474,1
228,A14,9,A32,A43,1478,A61,A74,4,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,164.22222222222223,7.2991214627108,0.75,0,0,5912,young,short_term,medium_low_amount,1,0.08546858423732884,0,1478,56.845155376247405,1
235,A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,75.95833333333333,7.508787170634276,2.0,0,0,7292,early_career,medium_term,medium_low_amount,1,0.842426354374154,0,1823,691.0844598108373,1
608,A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,113.94444444444444,7.62657020629066,1.5,0,0,8204,early_career,medium_term,medium_low_amount,0,0.29433357146115596,0,2051,271.6551697800739,1
528,A11,36,A32,A43,2302,A61,A73,4,A91,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,63.94444444444444,7.741967899820685,3.0,1,0,9208,early_career,long_term,medium_low_amount,1,0.9439148695461628,0,2302,977.80141336287,0
682,A14,15,A33,A43,1478,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,98.53333333333332,7.2991214627108,1.25,0,0,5912,early_career,medium_term,medium_low_amount,0,0.43439464161702307,0,1478,288.91587613948207,1
653,A12,36,A33,A40,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,224.61111111111111,8.998013113095823,3.0,1,1,16172,mid_career,long_term,high_amount,1,0.7151600488467548,1,8086,2602.2528697386865,0
532,A14,12,A33,A41,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,125.25,7.315883504509785,1.0,0,0,6012,mid_career,short_term,medium_low_amount,0,0.07130544720849652,0,1503,48.227439219466625,1
171,A14,12,A32,A42,763,A61,A73,4,A92,A101,1,A121,26,A143,A152,1,A173,1,A192,A201,63.583333333333336,6.638567789166521,1.0,0,0,3052,early_career,short_term,low_amount,0,0.21364377740374452,0,763,73.35459097157567,1
665,A14,24,A34,A410,6314,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,263.0833333333333,8.750683034784592,2.0,0,1,25256,early_career,medium_term,high_amount,0,0.7325770860733509,1,6314,2081.471274660212,0
524,A12,18,A32,A43,1113,A61,A73,4,A92,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,61.833333333333336,7.01571242048723,1.5,0,0,4452,early_career,medium_term,low_amount,0,0.6478050079279458,0,1113,324.4531382207117,1
379,A14,6,A34,A40,362,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,60.333333333333336,5.8944028342648505,0.5,0,0,1448,senior,short_term,low_amount,0,0.11742066566573642,0,362,19.12782643694846,1
548,A11,12,A31,A43,626,A61,A73,4,A92,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,52.166666666666664,6.440946540632921,1.0,0,0,2504,young,short_term,low_amount,1,0.8352124538297037,0,626,235.27934824382754,1
541,A14,24,A33,A40,2032,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,84.66666666666667,7.617267813628347,2.0,0,0,8128,senior,medium_term,medium_low_amount,0,0.4900992995752306,0,2032,448.14679953159083,1
938,A12,60,A32,A46,6288,A61,A73,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,104.8,8.746557354543503,5.0,1,1,25152,mid_career,very_long_term,high_amount,1,0.9587333468529922,1,6288,2712.8318782552265,0
337,A11,15,A32,A44,1275,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,85.0,7.151485463904735,1.25,0,0,5100,young,medium_term,low_amount,1,0.7951874752350667,0,1275,456.23881391611957,1
663,A12,6,A33,A42,1050,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,175.0,6.957497370876951,0.5,0,0,4200,early_career,short_term,low_amount,0,0.5886551827003388,0,1050,278.1395738259101,1
854,A14,36,A33,A40,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,302.0833333333333,9.294313805752362,3.0,1,1,21750,mid_career,long_term,high_amount,0,0.6342471610087511,1,10875,3103.847044186576,0
308,A12,8,A32,A42,1237,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,154.625,7.121252453244542,0.6666666666666666,0,0,3711,young,short_term,low_amount,1,0.5923423362261443,0,1237,329.72736146028325,1
662,A14,21,A32,A42,2241,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,106.71428571428572,7.715123603632105,1.75,0,0,8964,mid_career,medium_term,medium_low_amount,0,0.32849323445126294,0,2241,331.2690022823761,1
832,A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,262.5777777777778,9.377294451639017,3.75,1,1,23632,early_career,very_long_term,high_amount,1,0.9459080258231573,1,11816,5029.582154906892,0
192,A12,27,A32,A49,3915,A61,A73,4,A93,A101,2,A123,36,A143,A152,1,A173,2,A192,A201,145.0,8.272826003650401,2.25,0,0,15660,mid_career,long_term,medium_high_amount,1,0.43009640059903675,0,3915,757.722333755353,1
804,A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,622.6666666666666,8.91905180393029,1.0,0,1,7472,young,short_term,high_amount,0,0.5836106045042022,1,7472,1962.3322965849295,0
282,A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,80.27777777777777,7.27655640271871,1.5,0,0,5780,mid_career,medium_term,medium_low_amount,0,0.30802151618659773,0,1445,200.29099090033517,1
115,A14,48,A34,A43,3578,A65,A75,4,A93,A101,1,A121,47,A143,A152,1,A173,1,A192,A201,74.54166666666667,8.182838710766026,4.0,1,0,14312,mid_career,very_long_term,medium_high_amount,0,0.029991318396204787,1,3578,48.28902174972933,0
372,A14,10,A34,A42,2146,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,214.6,7.671826797878781,0.8333333333333334,0,0,2146,young,short_term,medium_low_amount,0,0.1856679891429011,0,2146,179.2995771152996,1
856,A14,10,A32,A48,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,89.4,6.796823718274855,0.8333333333333334,0,0,3576,mid_career,short_term,low_amount,0,0.028658401683932286,0,894,11.52927499744596,1
844,A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,190.11111111111111,8.138272638530186,1.5,0,0,13688,mid_career,medium_term,medium_high_amount,0,0.4815777215719591,0,3422,741.5815334486598,1
715,A14,30,A34,A41,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,253.2,8.935508711503221,2.5,0,1,7596,senior,long_term,high_amount,0,0.034765859049607384,1,7596,118.83665940336797,0
83,A11,24,A32,A410,1755,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,73.125,7.470793774195062,2.0,0,0,7020,senior,medium_term,medium_low_amount,0,0.52123746296614,0,1755,411.6472863775091,1
845,A12,21,A32,A42,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,189.33333333333337,8.28828304520769,1.75,0,1,7952,early_career,medium_term,high_amount,0,0.21255750097915357,1,3976,380.30788075190156,0
709,A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,235.33333333333337,7.6586995582682995,0.75,0,0,4236,mid_career,short_term,medium_low_amount,0,0.21302693695955746,0,2118,203.03597361615422,1
38,A13,10,A32,A44,1225,A61,A73,2,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,122.5,7.111512116496157,0.8333333333333334,0,0,2450,mid_career,short_term,low_amount,0,0.20100239819323615,0,1225,110.80257200402143,1
598,A14,18,A34,A40,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,154.16666666666666,7.928766321626696,1.5,0,0,5550,early_career,medium_term,medium_high_amount,1,0.14219312296459657,0,2775,177.56366230204,1
304,A14,48,A34,A40,10127,A63,A73,2,A93,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,210.97916666666663,9.223059144383958,4.0,1,1,20254,mid_career,very_long_term,high_amount,1,0.5082620946182268,1,10127,2316.2266044894523,0
190,A14,24,A32,A49,4591,A64,A73,2,A93,A101,3,A122,54,A143,A152,3,A174,1,A192,A201,191.29166666666663,8.432070937999402,2.0,0,1,9182,senior,medium_term,high_amount,1,0.09744235396022594,1,4591,201.31103116412876,0
658,A12,30,A30,A49,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,140.7,8.348064228408266,2.5,0,1,8442,early_career,long_term,high_amount,0,0.8382641324216266,1,4221,1592.2408063282585,0
219,A14,10,A32,A40,1364,A61,A73,2,A92,A101,4,A123,64,A143,A152,1,A173,1,A192,A201,136.4,7.21890970761906,0.8333333333333334,0,0,2728,senior,short_term,low_amount,0,0.3110760853233606,0,1364,190.93850117147875,1
717,A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,83.61111111111111,7.317212408359839,1.5,0,0,6020,early_career,medium_term,medium_low_amount,0,0.1810194505300528,0,1505,122.59542287147826,1
89,A11,12,A30,A45,1108,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,92.33333333333331,7.011213987350367,1.0,0,0,4432,early_career,short_term,low_amount,1,0.7430590416237851,0,1108,370.4892381536193,1
194,A12,45,A32,A43,3031,A62,A73,4,A93,A103,4,A122,21,A143,A151,1,A173,1,A191,A201,67.35555555555555,8.016977746762262,3.75,1,0,12124,young,very_long_term,medium_high_amount,1,0.47546338062397897,1,3031,648.5082780020762,0
133,A14,18,A32,A42,1984,A61,A73,4,A93,A101,4,A124,47,A141,A153,2,A173,1,A191,A201,110.22222222222224,7.59337419312129,1.5,0,0,7936,mid_career,medium_term,medium_low_amount,0,0.5856055210016083,0,1984,522.8286091502359,1
455,A14,24,A32,A41,2679,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,111.625,7.893572073504902,2.0,0,0,10716,early_career,medium_term,medium_high_amount,0,0.2843959006947506,0,2679,342.85347808255665,1
664,A13,6,A34,A46,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,174.5,6.954638864880987,0.5,0,0,2094,mid_career,short_term,low_amount,0,0.3803645941204851,0,1047,179.20877851986657,1
793,A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,120.5,7.970049304976135,2.0,0,0,8676,senior,medium_term,medium_high_amount,0,0.747448743466708,0,2892,972.7297947475738,1
129,A11,12,A34,A40,3499,A61,A73,3,A92,A102,2,A121,29,A143,A152,2,A173,1,A191,A201,291.5833333333333,8.160518247477505,1.0,0,0,10497,early_career,short_term,medium_high_amount,1,0.519190262658612,0,3499,817.4910280691175,1
142,A11,27,A32,A43,3416,A61,A73,3,A93,A101,2,A123,27,A143,A152,1,A174,1,A191,A201,126.51851851851852,8.136518252115291,2.25,0,0,10248,early_career,long_term,medium_high_amount,0,0.45905001670460593,0,3416,705.6516856783203,1
657,A14,48,A32,A43,10222,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,212.95833333333337,9.232395362757014,4.0,1,1,40888,mid_career,very_long_term,high_amount,0,0.2399079062640992,1,10222,1103.55237802423,0
477,A13,24,A32,A43,5152,A61,A74,4,A93,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,214.66666666666663,8.547334348328224,2.0,0,1,20608,young,medium_term,high_amount,0,0.8266023467506702,1,5152,1916.3948807067538,0
806,A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,98.33333333333331,6.3818160174060985,0.5,0,0,1770,early_career,short_term,low_amount,0,0.14439203669381764,0,590,38.33608574220859,1
698,A14,18,A34,A43,1800,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,100.0,7.496097345175956,1.5,0,0,7200,young,medium_term,medium_low_amount,0,0.1645144169846072,0,1800,133.25667775753183,1
620,A12,21,A34,A49,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,173.9047619047619,8.203304026795282,1.75,0,0,7304,early_career,medium_term,medium_high_amount,0,0.13309111334487905,0,3652,218.72193567097423,1
347,A12,24,A32,A43,3758,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,156.58333333333334,8.231908243564177,2.0,0,0,3758,young,medium_term,medium_high_amount,0,0.6200123225730777,0,3758,1048.5028387033317,1
257,A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,179.08333333333334,7.673223121121708,1.0,0,0,8596,early_career,short_term,medium_low_amount,1,0.8168574291426376,0,2149,789.9419768523877,1
70,A14,36,A32,A41,8133,A61,A73,1,A92,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,225.91666666666663,9.00380808646717,3.0,1,1,8133,early_career,long_term,high_amount,0,0.48422321485719555,1,8133,1772.184332895107,0
404,A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,161.05555555555554,7.972466015974565,1.5,0,0,11596,mid_career,medium_term,medium_high_amount,0,0.32675627327567847,0,2899,426.26989630178633,1
395,A12,39,A33,A46,11760,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,301.53846153846155,9.372544251851036,3.25,1,1,23520,early_career,very_long_term,high_amount,0,0.8656242364405557,1,11760,4580.883459243421,0
221,A11,12,A32,A46,1200,A65,A73,4,A92,A101,4,A122,23,A141,A151,1,A173,1,A192,A201,100.0,7.0909098220799835,1.0,0,0,4800,young,short_term,low_amount,0,0.8982670558142855,0,1200,485.06421013971413,1
594,A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,56.583333333333336,7.214504414151143,2.0,0,0,5432,mid_career,medium_term,low_amount,1,0.4751314004178588,0,1358,290.3527987953535,1
751,A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,54.22222222222222,6.884486652042782,1.5,0,0,976,young,medium_term,low_amount,1,0.8972195875949454,0,976,394.0588428717,1
794,A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,127.58333333333331,8.027150106832774,2.0,0,0,12248,early_career,medium_term,medium_high_amount,0,0.41391944726895635,0,3062,570.339606391895,1
800,A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,66.54166666666667,7.37650812632622,2.0,0,0,6388,senior,medium_term,medium_low_amount,0,0.5488903126307165,0,1597,394.46002317206444,1
802,A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,213.6,8.360071435644025,1.6666666666666667,0,1,4272,young,medium_term,high_amount,0,0.6174967366081464,1,4272,1187.0757264555007,0
587,A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,107.41666666666669,7.162397497355718,1.0,0,0,5156,young,short_term,low_amount,0,0.6447005616778948,0,1289,373.9585608012629,1
465,A11,24,A32,A41,2924,A61,A73,3,A93,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,121.83333333333331,7.981049759665957,2.0,0,0,8772,senior,medium_term,medium_high_amount,0,0.7034462441653355,0,2924,925.5945680727485,1
953,A14,36,A32,A42,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,304.8333333333333,9.303375237943373,3.0,1,1,43896,early_career,long_term,high_amount,1,0.8819441299064444,1,10974,4355.304696716995,0
772,A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,155.95238095238096,8.09437844497296,1.75,0,0,3275,mid_career,medium_term,medium_high_amount,0,0.008805077931571946,0,3275,12.976483601654158,1
890,A11,27,A34,A49,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,90.44444444444444,7.8009820712577405,2.25,0,0,9768,mid_career,long_term,medium_high_amount,0,0.4239187338263698,0,2442,465.8442966017978,1
691,A12,15,A32,A45,2631,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,175.4,7.875499292445208,1.25,0,0,7893,young,medium_term,medium_high_amount,0,0.5377767448789542,0,2631,636.7007770994379,1
510,A11,12,A32,A40,759,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,63.25,6.633318433280377,1.0,0,0,3036,early_career,short_term,low_amount,1,0.4873959144162046,0,759,166.4700745688547,1
544,A14,12,A34,A40,1255,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,104.58333333333331,7.135687347028144,1.0,0,0,5020,senior,short_term,low_amount,0,0.1936079310086941,0,1255,109.34007903716,1
523,A14,24,A32,A41,3488,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,145.33333333333334,8.157370441186774,2.0,0,0,10464,young,medium_term,medium_high_amount,0,0.0879325807137863,0,3488,138.018978688359,1
791,A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,263.0416666666667,8.750524669117937,2.0,0,1,18939,mid_career,medium_term,high_amount,0,0.07531687584237724,1,6313,213.9639467368174,0
485,A12,6,A33,A40,1209,A61,A71,4,A93,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,201.5,7.098375638590786,0.5,0,0,4836,mid_career,short_term,low_amount,1,0.4392276227392923,0,1209,238.96178815131196,1
941,A14,10,A32,A40,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,154.6,7.344072850573066,0.8333333333333334,0,0,4638,early_career,short_term,medium_low_amount,0,0.06182508515527861,0,1546,43.01171174252733,1
947,A14,12,A32,A40,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,238.25,7.958576903813898,1.0,0,0,11436,mid_career,short_term,medium_high_amount,0,0.08085226937564913,0,2859,104.02048716524138,1
220,A12,12,A32,A43,625,A61,A72,4,A94,A103,1,A121,26,A141,A152,1,A172,1,A191,A201,52.083333333333336,6.439350371100098,1.0,0,0,2500,early_career,short_term,low_amount,0,0.6519215636347274,0,625,183.3529397722671,1
696,A12,12,A32,A43,1103,A61,A74,4,A93,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,91.91666666666669,7.00669522683704,1.0,0,0,4412,early_career,short_term,low_amount,0,0.07181094230347769,0,1103,35.64336121233115,1
746,A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,167.4,7.828834527588089,1.25,0,0,2511,young,medium_term,medium_high_amount,0,0.7729567560215241,0,2511,873.4024864665212,1
107,A12,12,A32,A40,6078,A61,A74,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,506.5,8.712595487748722,1.0,0,1,12156,early_career,short_term,high_amount,0,0.538558826931399,1,6078,1473.0122475400694,0
996,A11,30,A32,A41,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,128.56666666666666,8.257904193465674,2.5,0,0,15428,mid_career,long_term,medium_high_amount,0,0.45588849846386104,0,3857,791.2628723588003,1
921,A14,48,A33,A43,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,265.6041666666667,9.453286550586572,4.0,1,1,50996,mid_career,very_long_term,high_amount,0,0.3386429876366913,1,12749,1942.8117522210798,0
263,A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,229.0,7.918992488165245,1.0,0,0,5496,senior,short_term,medium_high_amount,0,0.42223116184952675,0,2748,522.1310547431248,1
13,A11,24,A34,A40,1199,A61,A75,4,A93,A101,4,A123,60,A143,A152,2,A172,1,A191,A201,49.958333333333336,7.090076835776092,2.0,0,0,4796,senior,medium_term,low_amount,1,0.822457718938012,0,1199,443.7570622530044,1
375,A11,48,A31,A49,7685,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,160.10416666666666,8.94715577112479,4.0,1,1,15370,mid_career,very_long_term,high_amount,1,0.774421217350893,1,7685,2678.142174903726,0
974,A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,94.36666666666666,7.94873845481361,2.5,0,0,11324,early_career,long_term,medium_high_amount,0,0.11254469573339805,0,2831,143.37631512956244,1
998,A11,45,A32,A43,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,41.0,7.520776415062797,3.75,1,0,7380,young,very_long_term,medium_low_amount,1,0.7433713535764384,1,1845,617.184066306838,0
283,A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,101.33333333333331,7.327123292259293,1.25,0,0,6080,senior,medium_term,medium_low_amount,0,0.05957607031271408,0,1520,40.75003209389643,1
134,A14,60,A32,A43,10144,A62,A74,2,A92,A101,4,A121,21,A143,A152,1,A173,1,A192,A201,169.06666666666666,9.224736252259914,5.0,1,1,20288,young,very_long_term,high_amount,0,0.3718587671390342,1,10144,1697.4609002362636,0
78,A14,54,A30,A41,9436,A65,A73,2,A93,A101,2,A122,39,A143,A152,1,A172,2,A191,A201,174.74074074074073,9.152393412021333,4.5,1,1,18872,mid_career,very_long_term,high_amount,0,0.25867485823243797,1,9436,1098.385183026578,0
336,A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,161.6153846153846,7.650644551436897,1.0833333333333333,0,0,4202,young,medium_term,medium_low_amount,0,0.49747639319623926,0,2101,470.33905594738445,1
